Job Title,Job Description,Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,avg_salary,Salary,City,State,Age,Python,R,SQL,AWS,Excel,GCP,Azure,Spark,PyTorch,TensorFlow,Tableau,Keras,Job,Seniority
data scientist human resources,lexington us joblocationjoblocationinline display inline company mit lincoln laboratory job summary responsible collection synthesis analysis employee data meet organizational objectives gains insight key human resources related business opportunities deliverables applying statistical analysis techniques examine structured unstructured data multiple disparate sources interprets results multiple sources using variety techniques ranging simple data aggregation via statistical analysis complex data mining uses advanced mathematical statistical querying reporting methods develop solutions develops information tools algorithms dashboards queries monitor improve business performance successful candidates demonstrated strong interpersonal team building communication presentation skills effectively communicate collaborate levels organization ability maintain strict confidentiality well business professional ethics strong organizational skills attention detail ability handle multiple tasks flexibility ability work effectively meet deadlines dynamic fastpaced environment ability perform successfully data driven serviceoriented environment interpret rules guidelines flexibly enhance business values diverse culture requirements bs required ms preferred related disciplines computer science statistics andor mathematics 58 years relevant experience experience working sensitive data predictive analytics behavioral science based information preferred must demonstrated experience following data quantitative analysis decision analytics predictive modeling datadriven personalization kpi dashboards bpi plans big data queries interpretation data mining visualization tools machine learning algorithms business intelligence bi research reports forecasts addition must experience following data computer science proficiency spss sas r rstats python apache spark microsoft powerbi matlab hive pig data warehouse dw dwh hadoop google analytics data mart projects data management machine learning predictive analytics prescriptive analytics streaming analytics sql business objects crystal reports dashboards webi sap bw sap hana sap lumera many andor products plus benefits information click httphrwebmitedubenefits selected candidate subject preemployment background investigation must able obtain maintain secret level dod security clearance mit lincoln laboratory equal employment opportunity eeo employer qualified applicants receive consideration employment discriminated basis race color religion sex sexual orientation gender identity national origin age veteran status disability status genetic information us citizenship required requisition id 28943 nearest major market boston job segment database scientific scientist erp developer engineering technology science,3.8,MIT Lincoln Laboratory,1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,120500.0,120500.0,Lexington, MA,70.0,1,0,1,0,0,0,0,1,0,0,0,0,data scientist,Not Specified
associate data scientist,puget sound energy looking grow community likeminded top talented individuals like rapidly growing award winning energy efficiency programs pathway exciting innovative future pses application solutions team looking qualified candidates fill open associate data scientist position job description puget sound energy electric gas utility provides homes businesses throughout northwest order meet anticipate customers needs data services team expanding team include machine learning data science technologies order accomplish urgent need experienced associate data scientist work analytical community practice document internal standards support functional business areas job responsibilities addition leading development community associate data scientist responsible assisting design development advanced analytical machinelearningbased software framework ingest structure model large amounts data different formats different sources capable learning assisting taking initiative various data modeling analytical projects efforts may include development processes data models balance human judgment machine intelligence machine learning models classify content documents proprietary document parsing information extraction tools data models queries organize offer insights users help understand training models guide community practice colleagues data quality cleansing preparation large structured semistructured unstructured datasets groups use standards best practice development minimum qualifications bachelors degree computer science industrial engineering business administration equivalent handson experience general experience 6 years experience including several years systems development experience design development departmentwide enterprisewide applications detailed understanding 5 years programming languages specialized technical requirements shown attachment strong knowledge office applications eg microsoft office possesses full technical knowledge phases software development life cycle experience least two full life cycle implementations new application purchased application extensive knowledge multiple languages ie specialized technical requirements shown attachment environment active business processes business areas well industry knowledge systems andor business analysis design concepts demonstrated proficiency applied use systems process analysis tools full system life cycle experience including development lifecycle methodologies demonstrated understanding structured query language sql ability facilitate interactive design functional specification sessions highly developed interpersonal written verbal skills ability express complex technical concepts business terms excellent technical writing system documentation skills strong analytical problemsolving conceptual skills demonstrated project management skills moderate sized projects must team player able work management developing implementing new processes enabling systems able work end user groups define application needs identify feasible solutions proactive selfmotivated ability motivate others customerfocused service attitude good organizational skills ability meet objectives effectively multitask ability work multiple levels organization technical nontechnical desired qualifications 3 years handson data science experience experience using source control tools like git subversion experience developing analytical models within across multiple data domains proficient analytical math background demonstrated success performing within functional organizational environment innovative mindsetthinks beyond status quo knowledge ocr spark hadoop h20 andor cloud computing preferred tools like workflow sketch agenda sks sheets examples risk mitigation families businesses depend pse provide energy need pursue dreams steadfast commitment serving washington communities safe dependable efficient energy started 1873 today building northwests energy future efforts like award winning energy efficiency programs leadership renewable energy pse value respect employees provide opportunities excel offer expansive pay package includes competitive compensation annual goalsbased incentive bonuses comprehensive benefits 401k company paid retirement pension plan employee assistance wellness program puget sound energy committed providing equal employment opportunity qualified applicants discriminate basis race color religion sex national origin age sexual orientation gender identity marital status veteran status presence disability without reasonable accommodation prevent performance essential functions job disability requires assistance andor reasonable accommodation job application process please contact human resources staffing department jobspsecom 4254623017 nearest major market seattle nearest secondary market bellevue,3.3,Puget Sound Energy,1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),120500.0,120500.0,Bothell, WA,22.0,0,0,1,0,1,0,0,1,0,0,0,0,data scientist,Junior
data scientist   statistics  mid career,organization job id job id 310919 directorate national security directorate division computing analytics group applied statistics computational modeling job description position scientist data science applied mathematical statistics provide scientific technical research within national security directorate nsd supporting data analytics capabilities computational analytics division scientist develop apply fundamental mathematical statistical theory advance analytic solutions various scientific domains scientist must able draw strong statistical background areas including experimental design advanced statistical modeling eg mixed linear models nonparametric models etc machine learning computer simulations recognize patterns characterize uncertainty develop predictive models using structured unstructured data scientist produce solutions driven domain science mathematical statistical science complex highdimensional datasets design develop evaluate advanced algorithms lead optimal value extraction data addition technical research position expects participation career development task management proposal writing business development publishing operating datainformationknowledge continuum staff pnnl employ diverse methods confront significant problems national interest distilling distributed data knowledge supports decision processes enabling resilient technologies enhance computing extreme scales research portfolio spanning basic applied includes statistical modeling experimental design applied statistics applied mathematics machine learning operations research optimization advanced statistical mathematical domains computing researchers practitioners work side side apply advanced theories methods algorithms models evaluation tools testbeds computationalbased solutions address complex scientific challenges affecting energy biological sciences environment national security core domain knowledge beneficial nuclear biological energy materials chemical science spaces hiring level determined based education experience skill set successful candidate based following level iii manages small moderate projects andor major project tasks integrates intellectual technical capabilities work teams enhances technicalprofessional skills junior staff active mentoring training generates ideas new proposals participates business development activities level iv leading organizational teams proactively identify promote new capabilities within division science engineering domain advance directorate strategy mentoring staff peers across directorate selects develops technical approaches complex challenges principal investigator copi multiple significantly complex andor highrisk projects tasks andor involving multiple tasks capabilities organizations develops realizes new significant project opportunities leading development technical sections large proposals takes lead scope schedule budget projects large tasks demonstrates ability acquire funding self tasklevel teams lead author developer significant number technical products minimum qualifications bsba 5 years experience msma 3 years experience phd 1 year experience preferred qualifications bsba 7 years experience msma 5 years experience phd 3 years experience ideally focused statistics experience involving increasing levels scientific research task management programmatic responsibility position requires ability apply theories develop technical approaches minimal oversight position requires ability effectively team scientists engineers develop creative solutions complex problems equal employment opportunity battelle memorial institute bmi pacific northwest national laboratory pnnl affirmative actionequal opportunity employer supports diversity workplace employment decisions made without regard race color religion sex national origin age disability veteran status marital family status sexual orientation gender identity genetic information bmi staff must able demonstrate legal right work united states bmi everify employer learn jobspnnlgov _please aware department energy doe prohibits doe employees contractors participation certain foreign government talent recruitment programs offered position pnnl currently participant foreign government talent recruitment program required disclose information first day employment_ information due business needs client space us citizenship required pacific northwest national laboratory subject department energy unclassified foreign visits assignment program site information technologies equipment access requirements _directorate_ _national security_ _job category_ _scientistsscientific support_ _group_ _appld stats comp modeling_ _opening date_ _20200608_ _closing date_ _20200906_,3.7,Pacific Northwest National Laboratory,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),120500.0,120500.0,Richland, WA,56.0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Not Specified
director of data science,overview analysis group one largest international economics consulting firms 1000 professionals across 14 offices north america europe asia since 1981 provided expertise economics finance health care analytics strategy top law firms fortune global 500 companies government agencies worldwide internal experts together network affiliated experts academia industry government offer clients exceptional breadth depth expertise analysis group provides economic financial strategy consulting law firms corporations government agencies analysis group data science center excellence within company already decades experience focused analysis involving data within data science director data science charged collaborating leading internal external academic experts find creative solutions challenging highvalue problems face director data science contributes client engagements design development internal data science tools infrastructure client work diverse utilizing wide variety complex novel data sources supporting cases across industries including finance healthcare antitrust intellectual property energy technology tool infrastructure work assists firm developing cuttingedge data science highperformance computing techniques common business challenges director data science helps analysis group maintaining leadership position terms advancing methodology data computations works increase data science knowledge within firm mentorship junior data science team members via interactions consulting teams director also involved recruiting assisting building team time essential job functions responsibilities work project teams creatively address data sciencecomputing challenges take initiative identify opportunities technology enhance service offerings act resource participate client engagements research part project team maintain uptodate knowledge data science computing tools providing technical training helping grow inhouse knowledge base present research selected conferences serving expert maintain individual contributions providing mentorship data scientists analysts conducting work optimize procedures managing accessing large databases eg insurance claims electronic health records financial transactions create interactive analytics portals data visualizations eg using rshiny pythonflask d3 build maintaining high performance computing hpc tools grid cloud computing environments develop reviewing open source macros packages r python object oriented languages establish optimized procedures repetitive computationally intensive tasks c c cudac use natural language processing methodologies work emr data social media data unstructured data contribute team growthdevelopment via assistance advisorship recruiting contribute firms strategy data science tools infrastructure qualifications track record using data solve realworld problems experience applying multiple software tools languages provide datadriven analytical solutions decision makers research teams strong credentials experience database management data visualization phd advanced degree computer science data sciencerelated field relevant experience candidates least three years relevant experience field also considered background statisticseconometrics biostatistics extensive experience programming languages like python c java knowledge r shiny sql familiar onlinecloud computingstorage eg aws linux basic system administration experience demonstrated experience working project teams collaborating others strong communication skills equal opportunity employerprotected veteransindividuals disabilities please view equal employment opportunity posters provided ofccp contractor discharge manner discriminate employees applicants inquired discussed disclosed pay pay another employee applicant however employees access compensation information employees applicants part essential job functions cannot disclose pay employees applicants individuals otherwise access compensation information unless disclosure response formal complaint charge b furtherance investigation proceeding hearing action including investigation conducted employer c consistent contractors legal duty furnish information 41 cfr 60135c,3.8,Analysis Group,1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),120500.0,120500.0,Boston, MA,40.0,1,0,1,1,1,0,0,0,0,0,0,0,director,Not Specified
data scientist,summary position data scientist nonsupervisory position within data strategy analytics dsa department within legal strategy insights lsi division dsa team performs centralized business analytics market research function usp supporting levels organization including executive team data scientist performs highly visible complex vital role dsa related forecasting pricing modeling evaluation usp products services including support business development activities strategy development new product development market development pricing revenue analysis etc using broad range analytical business knowledge data scientist performs coordinates complex analyses surrounding business problems make recommendations accordingly communicate analytical results nontechnical audiences translating analyses concise clear business recommendations roles responsibilities perform analyses support strategic initiatives business development revenue analysis needs organization lead web analytics usp publishing platforms providing data insights develop kpis define variables key indicators guide operational decisions drive strategies partnering business stakeholders partnering external vendor drive successful deployment adobe analytics new publications functionality enhancements existing platforms build sophisticated data visualizations dashboards reports business stakeholders using wide array data sources use data provide customer insights recurring basis integrate usp proprietary data external data sources develop analytical models answer business questions develop ad hoc reports analyses needed act thought partner colleagues across usp resolving unique business problems using analytics supporting program unit heads site heads strategy leaders set manage internal partner expectations related specific deliverables perform duties assigned basic qualifications undergraduate degree required preferred majors chemistry biology science degree equivalent combination education experience higher education minimum two 2 years experience data science preferred qualifications highly proficient following software adobe analytics tableau demonstrated ability create advanced data visualizations manage large data sources tableau server r comparable statistical analysis package excel ms office applications preferred experience python sql oracle similar relational database management systems demonstrated ability interpret business questions variables kpis develop clear data visualizations minimal supervision manipulate combine large databases interpret data solve realworld problems multitask work fastpaced environment explain highly technical complex issues nontechnical audiences strong communication skills verbal written interpersonal selfmotivated able handle multiple concurrent projects prioritize tasks independently excellent time project management skills ability handle change usp offers impressive benefits package including generous paid time 14 paid holidays 10 sick days 15 vacation days per year start annual 401k contribution beginning 1 year service 10 pay base bonus every pay period vests immediately comprehensive individual family healthcare plans affordable premiums low annual deductibles 250individual 500family us pharmacopeial convention usp scientific nonprofit organization sets standards identity strength quality purity medicines food ingredients dietary supplements manufactured distributed consumed worldwide usps drug standards enforceable united states food drug administration standards used 140 countries part usp means belonging diverse culture made 1000 talented professionals working together five international locations share expertise science human resources quality assurance communications administrative management moreall support overall mission dedicated making difference providing standards programs help improve quality medicines dietary supplements foods worldwide usp proud equal employment opportunity employer eeoe affirmative action employer employment selection related decisions made without regard sex race age disability religion national origin color veteran status sexual orientation gender identity protected class committed working providing reasonable accommodation individuals disabilities usp accept unsolicited resumes 3rd party recruitment agencies responsible fees recruiters agencies except specific written agreement usp required skills required experience job location rockville usmd,3.2,US Pharmacopeia,1001 to 5000 employees,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),120500.0,120500.0,Rockville, MD,201.0,1,0,1,0,1,0,0,0,0,0,1,0,data scientist,Not Specified
data scientist,data scientist job description participate phases data mining data collection data cleaning developing models collect data using hadoop tools retrieve data required building models hive pig latin work amazon web services cloud virtual machine machine learning big data develop spark python modules machine learning predictive analytics hadoop use crossvalidation test models different batches data optimize models prevent overfitting responsibilities participate phases data mining data collection data cleaning developing models collect data using hadoop tools retrieve data required building models hive pig latin work amazon web services cloud virtual machine machine learning big data develop spark python modules machine learning predictive analytics hadoop use crossvalidation test models different batches data optimize models prevent overfitting qualifications skills knowledge data mining database systems system programming system design programming languages required bachelors degree science technology engineering required work location piscataway nj various unanticipated locations throughout us send resume hr dept itlize global llc 242 old new brunswick road suite 250 piscataway nj 08854 candidate accept employment itlize global llc referring employee eligible receive award 100000 successful referral,4.6,Itlize Global,201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),120500.0,120500.0,Piscataway, NJ,11.0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Not Specified
data scientist,looking hire analytic insights data scientist partner ebay core product team critical member product insights team role rare opportunity influence decisionmaking shipping product roadmap insights thought leadership vision see opportunities drive transformative change customer experience result significant business growth mine largest datasets world ecommerce use exclusive analytic big data techniques extract impactful insights achieve partnering closely product engineering teams see opportunities accretive product roadmaps successful role require minimum bachelors degree statistics mathematics computer science data science business administration business analytics would strike balance critical thinking actual handson analyses using tools packages sql r python tableau etc possess super strong technical skills turn big data teradata hadoop actionable insights time also ability think big picture connect dots evaluate insights impact ebays ecosystem addition delivering insights existing product tech initiatives come creative product growth opportunities based insights build momentum influence enthusiastic collaboration effective communication essential additionally following background experience preferred proven track record turning insights product growth opportunities prior roles increasing scope responsibilities ability present complex analyses insights effectively simple terms good experience descriptive inferential statistics ability build basic prototype models experience leading technology company background ecommerce product experience masters degree plus experience site experimentation ab testing plus website uses cookies enhance experience continuing browse site agree use cookies view privacy policy view accessibility info ebay inc equal opportunity employer qualified applicants receive consideration employment without regard race color religion national origin sex sexual orientation gender identity veteran status disability legally protected status unable submit application incompatible assistive technology disability please contact us talentebaycom make every effort respond request disability assistance soon possible information see eeo law poster eeo law poster supplement,3.5,eBay,10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),120500.0,120500.0,San Jose, CA,26.0,1,0,1,0,0,0,0,0,0,0,1,0,data scientist,Not Specified
data engineer  digital   comp pathology,paige software company helping pathologists clinicians make faster informed diagnostic treatment decisions mining decades data worlds experts cancer care leading digital transformation pathology leveraging advanced artificial intelligence ai technology create value oncology clinical team paige first company develop clinical grade ai tools pathologist resulted receiving fda breakthrough designation first product seeking data engineer digital comp pathology involved development support software applications tools data management pipelines research clinical purposes following modern product development practices also assist design implementation maintenance tools extract manipulate data various sources including inhouse external databases computational pathology extraordinary opportunity part highperforming team pursue lifechanging mission unique technical challenges responsibilities create software data pipelines enable ingestion transformation transfer large amounts structured unstructured data various databases filesystems sources destined development computation pathology applications algorithms create database logic automatically fetch store data various forms architect develop scalable reliable highperformance backend applications participate server application database development building testing complex systems design develop software tools existing resources responsible design coding testing packaging debugging documentation deployment software systems familiarity devops practices familiarity data warehouses data lakes concepts work independently produce required functional technical user documentation eg business requirements functional technical specifications system architecture data flows endusers training requirements assigned projects work collaborate scientists engineers operations medical doctors build tools manipulating data order build new generation artificial intelligence applications cancer detection treatment provide consultation guidance scientists engineers well bioinformatics engineers medical doctors maintain enhance professional growth development participation scientific technical discussions workshops seminars keep current development industrygrade software requirements extensive experience python programming related language extensive experience development sql database schema query logic experience rdbms nosql databases eg mongodb experience architecting data warehouses andor data lakes large amounts structured unstructured data extensive experience architecting scalable backend architectures experience building testing complex systems experience packaging deploying applications onpremise cloud eg aws familiarity modern development practices devops interest building nonstandard medical software applications collaboration medical partners crossdisciplinary strong analytic skills required masters degree computer science related field equivalent years experience 6 years industry experience software engineer preferred excellent communication skills superb eye detail,5.0,Paige,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120500.0,120500.0,New York, NY,3.0,1,0,1,1,1,0,0,0,0,0,0,0,data engineer,Not Specified
data engineer,shape security security web experts pioneers evangelists elite researchers believe power internet positive force mission protect every website mobile app cybercriminals shapes founders fought cybercrime pentagon google leading security companies backed prominent leaders investors technology industry including kleiner perkins google ventures come part unparalleled team responsible making internet safer place everyone position summary looking big data engineer work storing processing analyzing huge sets data primary focus choosing optimal solutions use purposes maintaining implementing monitoring also responsible integrating architecture used across company responsibilities selecting integrating big data frameworks required provide requested capabilities build analysis pipelines well visualization dashboards monitoring performance iterate solution fast skills qualifications experience cloudbased service development environment aws gcp proficiency programming languages python java proficient understanding distributed computing principles good knowledge big data querying databases bigquery bigtable mongodb,4.1,Shape Security,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,120500.0,120500.0,Santa Clara, CA,10.0,1,0,0,1,0,1,0,0,0,0,0,0,data engineer,Not Specified
manager   lead  data science   analytics,search keyword options search location clear loading department state send alerts every days alert frequency every certain days create alert formemailsubscribeform display none send alerts every days alert frequency every certain days share job addthis email facebook twitter linkedin pinterest apply manager lead data science analytics date jun 6 2020 location danvers us joblocationjoblocationinline display inline abiomed pioneer global leader healthcare technology innovation mission recovering hearts saving lives corporate headquarters danvers massachusetts offices aachen berlin germany tokyo japan abiomeds 1400 employees form one fastest growing medical device companies world attract retain exceptional talent collaborative culture passion work strong commitment employee professional development patients first innovation winning culture heart recovery abiomed applied research group team scientists engineers building companys next generation datadriven algorithms creating abiomeds data consolidation extraction analytics platform looking handson team lead growing data science analytics team work closely stakeholders clinical operations medical affairs regulatory marketing business units design solutions variety business needs data science analytics team lead also work closely data engineering team utilize request extensions existing internal api gateways ultimately efficiently deliver high quality data analyses different stakeholders within abiomed data analytics lead core member applied research team play central role fulfilling abiomeds mission recovering heart saving lives looking creative selfstarter thrives agile environment enjoys fastpaced dynamic research group responsibilities analyze kpis key business analytics accountable development direct reports performance reviews instruction mentoring coaching includes setting goals conducting periodic year end performance reviews proactively identifying addressing areas concern providing development opportunities team members needed escalating performance andor personnel issues develop maintain improve holistic data sets reports dashboards monitor company performance analyze business intelligence support business communicating key trends insights risks findings management use datainformed approach inform drive daytoday focus operational efficiencies manage project portfolio assigning resources according priorities keeping stakeholders informed progress performs duties projects assigned job requirements ms phd data science statistics related area study minimum 5 years relevant workrelated experience 10 years preferred experience formally leading teams individuals across levels ie entrylevel principal experience project management data science andor analytics team experience conducting statistical analyses various types including limited distributional tests autoregressive models trend analysis bayesian models experience using apis request data data warehouse data lake experience clinical data plus experience database designetl plus experience building unit testing productionlevel algorithms predictive analytics pipelines solid experience data analytics applications excel r sas matlab demonstrated data visualization experience power bi tableau d3jsjavascript etc experience sql python cc agile framework solid experience machine learning toolkits scikit learn tensorflow keras etc experience working cloud database technologies azure web services amazon web services postgres strong critical thinking organizational skills including customer facing strong communication skills needs interpret data make recommendations business leaders customers strong communicator work crossfunctionally defining scope projects strong work ethic high level personal integrity accountability demonstrated excellence design thinking keen observational skills selfmotivated good team player willing learn explore new approaches data analytics independent efficient able manage several concurrent projects abiomed equal opportunity employer committed diverse workforce abiomed discriminate worker job applicant basis race color religion gender gender identity national origin ancestry age sexual orientation gender identity marital civil partnership status pregnancy gender reassignment nonjob related mental physical disability genetic information veteran status military service application military service membership category protected law nearest major market boston apply find similar jobs engineering rd apply manager lead data science analytics date jun 6 2020 location danvers us joblocationjoblocationinline display inline abiomed pioneer global leader healthcare technology innovation mission recovering hearts saving lives corporate headquarters danvers massachusetts offices aachen berlin germany tokyo japan abiomeds 1400 employees form one fastest growing medical device companies world attract retain exceptional talent collaborative culture passion work strong commitment employee professional development patients first innovation winning culture heart recovery abiomed applied research group team scientists engineers building companys next generation datadriven algorithms creating abiomeds data consolidation extraction analytics platform looking handson team lead growing data science analytics team work closely stakeholders clinical operations medical affairs regulatory marketing business units design solutions variety business needs data science analytics team lead also work closely data engineering team utilize request extensions existing internal api gateways ultimately efficiently deliver high quality data analyses different stakeholders within abiomed data analytics lead core member applied research team play central role fulfilling abiomeds mission recovering heart saving lives looking creative selfstarter thrives agile environment enjoys fastpaced dynamic research group responsibilities analyze kpis key business analytics accountable development direct reports performance reviews instruction mentoring coaching includes setting goals conducting periodic year end performance reviews proactively identifying addressing areas concern providing development opportunities team members needed escalating performance andor personnel issues develop maintain improve holistic data sets reports dashboards monitor company performance analyze business intelligence support business communicating key trends insights risks findings management use datainformed approach inform drive daytoday focus operational efficiencies manage project portfolio assigning resources according priorities keeping stakeholders informed progress performs duties projects assigned job requirements ms phd data science statistics related area study minimum 5 years relevant workrelated experience 10 years preferred experience formally leading teams individuals across levels ie entrylevel principal experience project management data science andor analytics team experience conducting statistical analyses various types including limited distributional tests autoregressive models trend analysis bayesian models experience using apis request data data warehouse data lake experience clinical data plus experience database designetl plus experience building unit testing productionlevel algorithms predictive analytics pipelines solid experience data analytics applications excel r sas matlab demonstrated data visualization experience power bi tableau d3jsjavascript etc experience sql python cc agile framework solid experience machine learning toolkits scikit learn tensorflow keras etc experience working cloud database technologies azure web services amazon web services postgres strong critical thinking organizational skills including customer facing strong communication skills needs interpret data make recommendations business leaders customers strong communicator work crossfunctionally defining scope projects strong work ethic high level personal integrity accountability demonstrated excellence design thinking keen observational skills selfmotivated good team player willing learn explore new approaches data analytics independent efficient able manage several concurrent projects abiomed equal opportunity employer committed diverse workforce abiomed discriminate worker job applicant basis race color religion gender gender identity national origin ancestry age sexual orientation gender identity marital civil partnership status pregnancy gender reassignment nonjob related mental physical disability genetic information veteran status military service application military service membership category protected law nearest major market boston apply,4.1,ABIOMED,1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),120500.0,120500.0,Danvers, MA,40.0,1,0,1,0,1,0,1,0,0,1,1,1,manager,Senior
data scientist,business unit data scientist comcast brings together best media technology drive innovation create worlds best entertainment online experiences fortune 40 leader set pace variety innovative fascinating businesses create career opportunities across wide range locations disciplines forefront change move amazing pace thanks remarkable people bring cuttingedge products services life millions customers every day share passion teamwork vision revolutionize industries goal lead future media technology want fastforward career comcast job summary role responsible delivering datacentric business support across enterprise emphasis marketing research use cases partner work closely various stakeholders across organization embedded corporatelevel advanced analytics team work contribute directly success various comcast entertainment media products including streaming services helping propel company forward digital age integral driving datadriven decisionmaking practices across company provide expertise dataanalytics focus initiatives empower business units extract greater value company data assets deliver insights derived advanced analytics embrace businessfacing focus applying innovative approaches solve complex challenges role based new york city worked remotely coronavirus timeframe core responsibilities deliver datadriven solutions businesses complementing existing business teams additional resources perspectives ideas solutions perform adhoc analyses stakeholders using various datasets across organization including kpi deep dives marketing analytics predictive modeling audience clustering affinity analysis use analytical rigor statistical methods analyze large amounts data extracting actionable insights using techniques data analysis data mining optimization tools machine learning lead projects planning stages execution delivery collaborating business units agencies peers ensure deliverables align business needs communicate across enterprise various stakeholders work closely teammates local remote ongoing workstreams projects distill complex data insights analyses easily digestible visualizations presentations various technical nontechnical audiences manage prioritize incoming requests various enterprise stakeholders existing overlapping projects maintain develop tools processes standardize automate recurring procedurestasks required qualifications bs computer science statistics mathematics economics related field extensive experience working data performing analytics experience aws knowledge programming languages used analysis eg sql python r software development experience plus experience statistical modeling andor advanced data science techniques experience data visualization tools eg tableau domo strong curiosity leadership business acumen possess strong interpersonal skills ability motivate collaborate influence ability deliver multiple projects meet tight deadlines flexible adaptable selfdriven confident resourceful additional qualifications background digital ecommerce marketing media entertainment plus experience software development automation strong plus employees levels expected understand operating principles make guidelines job customer experience think act ways put customers first give seamless digital options every touchpoint make promoters products services know stuff enthusiastic learners users advocates gamechanging technology products services especially digital tools experiences win team make big things happen working together open new ideas active part net promoter system way working brings employee customer feedback company joining huddles making call backs helping us elevate opportunities better customers drive results growth respect promote inclusion diversity whats right customers investors communities comcast eoeveteransdisabledlgbt employer,3.5,Comcast,10000+ employees,Company - Public,-1,-1,$10+ billion (USD),120500.0,120500.0,New York, NY,58.0,1,0,1,1,0,0,0,0,0,0,1,0,data scientist,Not Specified
data scientist,job description required security clearance secret required education experience minimum four years experience bs degree physics computer science mathematics another quantitative discipline functional responsibility collects large sets structured unstructured data disparate sources cleans validates data ensure accuracy completeness uniformity analyzes data identify patterns trends devises applies models algorithms mine stores big data interprets data discover solutions opportunities qualifications strong client engagement skills experience languages python r sas sql experience version control systems including github gitlab experience designing developing deploying analytic software algorithms preferences experience open source big data tools including apache spark apache nifi experience developing solutions integrating extending contributing open source software experience entity resolution experience natural langue processing using modern deep learning techniques working conditions work typically based busy office environment subject frequent interruptions business work hours normally set monday friday 800am 500pm however extended weekend hours may required additional details precise hours informed candidate program managerhiring manager physical requirements may required lift carry items weighting 25 lbs requires intermittent standing walking sitting squatting stretching bending throughout work day background screeningcheckinvestigation successful completion background screeningcheckinvestigation willmay required condition hire employment type fulltime exempt benefits metronome offers competitive compensation flexible benefits package career development opportunities reflect commitment creating diverse supportive workplace benefits include inclusive medical vision dental insurance paid timeoff company paid holidays personal development learning opportunities equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex pregnancy sexual orientation gender identity national origin age protected veteran status disability status metronome llc committed providing reasonable accommodations employees applicants employment assure individuals disabilities enjoy full access equal employment opportunity eeo metronome llc shall provide reasonable accommodations known physical mental limitations qualified employees applicants disabilities unless metronome demonstrate particular accommodation would impose undue hardship business operations applicants requesting reasonable accommodation may make request contacting us,3.2,"Metronome, LLC",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),120500.0,120500.0,Vienna, VA,10.0,1,0,1,0,0,0,0,1,0,0,0,0,data scientist,Not Specified
